weaksubj,1,abandoned,adj,n,0
weaksubj,1,abandonment,noun,n,0
weaksubj,1,abandon,verb,y,0
strongsubj,1,abase,verb,y,0
strongsubj,1,abasement,anypos,y,0
strongsubj,1,abash,verb,y,0
weaksubj,1,abate,verb,y,0
weaksubj,1,abdicate,verb,y,0
strongsubj,1,aberration,adj,n,0
strongsubj,1,aberration,noun,n,0
strongsubj,1,abhor,anypos,y,0
strongsubj,1,abhor,verb,y,0
strongsubj,1,abhorred,adj,n,0
strongsubj,1,abhorrence,noun,n,0
strongsubj,1,abhorrent,adj,n,0
strongsubj,1,abhorrently,anypos,n,0
strongsubj,1,abhors,adj,n,0
strongsubj,1,abhors,noun,n,0
strongsubj,1,abidance,adj,n,4
strongsubj,1,abidance,noun,n,4
strongsubj,1,abide,anypos,y,4
strongsubj,1,abject,adj,n,0
strongsubj,1,abjectly,adverb,n,0
weaksubj,1,abjure,verb,y,0
weaksubj,1,abilities,noun,n,4
weaksubj,1,ability,noun,n,4
weaksubj,1,able,adj,n,4
weaksubj,1,abnormal,adj,n,0
weaksubj,1,abolish,verb,y,0
strongsubj,1,abominable,adj,n,0
strongsubj,1,abominably,anypos,n,0
strongsubj,1,abominate,verb,y,0
strongsubj,1,abomination,noun,n,0
weaksubj,1,above,anypos,n,4
weaksubj,1,above-average,adj,n,4
weaksubj,1,abound,verb,y,4
weaksubj,1,abrade,verb,y,0
strongsubj,1,abrasive,adj,n,0
weaksubj,1,abrupt,adj,n,0
strongsubj,1,abscond,verb,y,0
weaksubj,1,absence,noun,n,0
weaksubj,1,absentee,anypos,y,0
strongsubj,1,absent-minded,adj,n,0
strongsubj,1,absolve,verb,y,4
strongsubj,1,absolute,adj,n,2
strongsubj,1,absolutely,adj,n,2
weaksubj,1,absorbed,verb,n,2
strongsubj,1,absurd,adj,n,0
strongsubj,1,absurdity,noun,n,0
strongsubj,1,absurdly,anypos,n,0
strongsubj,1,absurdness,noun,n,0
weaksubj,1,abundant,adj,n,4
weaksubj,1,abundance,noun,n,4
weaksubj,1,abuse,adj,n,0
weaksubj,1,abuse,noun,n,0
strongsubj,1,abuse,verb,y,0
weaksubj,1,abuses,adj,n,0
weaksubj,1,abuses,noun,n,0
strongsubj,1,abusive,adj,n,0
strongsubj,1,abysmal,adj,n,0
strongsubj,1,abysmally,anypos,n,0
strongsubj,1,abyss,noun,n,0
strongsubj,1,accede,verb,y,4
strongsubj,1,accentuate,verb,y,2
weaksubj,1,accept,verb,y,4
weaksubj,1,acceptance,noun,n,4
weaksubj,1,acceptable,adj,n,4
weaksubj,1,accessible,adj,n,4
weaksubj,1,accidental,adj,n,0
strongsubj,1,acclaim,noun,n,4
strongsubj,1,acclaim,verb,y,4
strongsubj,1,acclaimed,adj,n,4
strongsubj,1,acclamation,anypos,y,4
strongsubj,1,accolade,noun,n,4
strongsubj,1,accolades,noun,n,4
weaksubj,1,accommodative,adj,n,4
weaksubj,1,accomplish,verb,y,4
weaksubj,1,accomplishment,noun,n,4
weaksubj,1,accomplishments,noun,n,4
weaksubj,1,accord,verb,y,4
weaksubj,1,accordance,noun,n,4
weaksubj,1,accordantly,adverb,n,4
weaksubj,1,accost,verb,y,0
weaksubj,1,accountable,adj,n,0
weaksubj,1,accurate,adj,n,4
weaksubj,1,accurately,adj,n,4
strongsubj,1,accursed,adj,n,0
strongsubj,1,accusation,adj,n,0
strongsubj,1,accusation,noun,n,0
strongsubj,1,accusations,adj,n,0
strongsubj,1,accusations,noun,n,0
strongsubj,1,accuse,verb,y,0
strongsubj,1,accuses,verb,n,0
strongsubj,1,accusing,anypos,n,0
strongsubj,1,accusingly,anypos,n,0
strongsubj,1,acerbate,verb,y,0
strongsubj,1,acerbic,adj,n,0
strongsubj,1,acerbically,adverb,n,0
strongsubj,1,ache,verb,y,0
weaksubj,1,achievable,adj,n,4
weaksubj,1,achieve,verb,y,4
weaksubj,1,achievement,anypos,n,4
weaksubj,1,achievements,anypos,n,4
weaksubj,1,acknowledge,verb,y,4
weaksubj,1,acknowledgement,noun,n,4
weaksubj,1,acquit,verb,y,4
strongsubj,1,acrid,adj,n,0
strongsubj,1,acridly,anypos,n,0
strongsubj,1,acridness,noun,n,0
strongsubj,1,acrimonious,adj,n,0
strongsubj,1,acrimoniously,anypos,n,0
strongsubj,1,acrimony,noun,n,0
weaksubj,1,active,adj,n,4
strongsubj,1,activist,adj,n,2
strongsubj,1,activist,noun,n,2
strongsubj,1,actual,anypos,n,2
strongsubj,1,actuality,anypos,n,2
strongsubj,1,actually,anypos,n,2
strongsubj,1,acumen,noun,n,4
strongsubj,1,adamant,adj,n,0
strongsubj,1,adamantly,anypos,n,0
weaksubj,1,adaptable,adj,n,4
weaksubj,1,adaptability,noun,n,4
weaksubj,1,adaptive,adj,n,4
weaksubj,1,addict,noun,n,0
weaksubj,1,addiction,noun,n,0
weaksubj,1,adept,adj,n,4
weaksubj,1,adeptly,adverb,n,4
weaksubj,1,adequate,adj,n,4
weaksubj,1,adherence,noun,n,4
weaksubj,1,adherent,adj,n,4
weaksubj,1,adhesion,noun,n,4
strongsubj,1,admirable,adj,n,4
strongsubj,1,admirer,noun,n,4
strongsubj,1,admirable,anypos,n,4
strongsubj,1,admirably,anypos,n,4
strongsubj,1,admiration,noun,n,4
strongsubj,1,admire,verb,y,4
strongsubj,1,admiring,adj,n,4
strongsubj,1,admiringly,adj,n,4
weaksubj,1,admission,adj,n,4
weaksubj,1,admission,noun,n,4
strongsubj,1,admit,verb,y,4
strongsubj,1,admittedly,anypos,y,4
strongsubj,1,admonish,verb,y,0
strongsubj,1,admonisher,anypos,y,0
strongsubj,1,admonishingly,anypos,y,0
strongsubj,1,admonishment,anypos,y,0
strongsubj,1,admonition,noun,n,0
strongsubj,1,adolescents,adj,n,2
strongsubj,1,adolescents,noun,n,2
strongsubj,1,adorable,adj,n,4
strongsubj,1,adore,verb,y,4
strongsubj,1,adored,adj,n,4
strongsubj,1,adorer,anypos,y,4
strongsubj,1,adorer,noun,n,4
strongsubj,1,adoring,adj,n,4
strongsubj,1,adoringly,anypos,n,4
weaksubj,1,adrift,anypos,n,0
strongsubj,1,adroit,adj,n,4
strongsubj,1,adroitly,adj,n,4
strongsubj,1,adulate,verb,y,4
strongsubj,1,adulation,anypos,y,4
strongsubj,1,adulatory,adj,n,4
strongsubj,1,adulterate,verb,y,0
strongsubj,1,adulterated,anypos,n,0
strongsubj,1,adulteration,noun,n,0
weaksubj,1,advanced,adj,n,4
weaksubj,1,advantage,adj,n,4
weaksubj,1,advantage,noun,n,4
strongsubj,1,advantageous,adj,n,4
weaksubj,1,advantages,adj,n,4
weaksubj,1,advantages,noun,n,4
weaksubj,1,adventure,adj,n,4
weaksubj,1,adventure,noun,n,4
strongsubj,1,adventuresome,noun,n,4
strongsubj,1,adventurism,noun,n,4
weaksubj,1,adventurous,adj,n,4
weaksubj,1,adversarial,adj,n,0
weaksubj,1,adversary,noun,y,0
weaksubj,1,adverse,adj,n,0
strongsubj,1,adversity,noun,n,0
weaksubj,1,advice,adj,n,4
weaksubj,1,advice,noun,n,4
weaksubj,1,advisable,noun,n,4
strongsubj,1,advocate,verb,y,4
strongsubj,1,advocacy,noun,n,4
strongsubj,1,affable,adj,n,4
weaksubj,1,affability,noun,n,4
weaksubj,1,affably,adverb,n,4
weaksubj,1,affect,verb,y,2
weaksubj,1,affectation,noun,n,0
strongsubj,1,affected,adj,n,2
strongsubj,1,affection,adj,n,4
strongsubj,1,affection,noun,n,4
strongsubj,1,affectionate,adj,n,4
weaksubj,1,affinity,noun,n,4
strongsubj,1,affirm,verb,y,4
strongsubj,1,affirmation,adj,n,4
strongsubj,1,affirmation,noun,n,4
weaksubj,1,affirmative,noun,n,4
weaksubj,1,afflict,verb,y,0
weaksubj,1,affliction,noun,n,0
strongsubj,1,afflictive,adj,n,0
weaksubj,1,affluent,adj,n,4
weaksubj,1,affluence,noun,n,4
weaksubj,1,afford,verb,y,4
weaksubj,1,affordable,adj,n,4
strongsubj,1,affront,noun,n,0
strongsubj,1,affront,verb,y,0
weaksubj,1,afloat,adj,n,4
strongsubj,1,afraid,adj,n,0
weaksubj,1,against,anypos,n,0
strongsubj,1,aggravate,verb,y,0
strongsubj,1,aggravating,adj,n,0
strongsubj,1,aggravation,noun,n,0
strongsubj,1,aggression,adj,n,0
strongsubj,1,aggression,noun,n,0
strongsubj,1,aggressive,anypos,y,0
strongsubj,1,aggressiveness,noun,n,0
strongsubj,1,aggressor,noun,n,0
strongsubj,1,aggrieve,verb,y,0
strongsubj,1,aggrieved,adj,n,0
strongsubj,1,aghast,adj,n,0
weaksubj,1,agile,adj,n,4
weaksubj,1,agilely,adverb,n,4
weaksubj,1,agility,noun,n,4
strongsubj,1,agitate,verb,y,0
strongsubj,1,agitated,adj,n,0
strongsubj,1,agitation,noun,n,0
strongsubj,1,agitator,noun,n,0
strongsubj,1,agonies,noun,n,0
strongsubj,1,agonize,verb,y,0
strongsubj,1,agonizing,adj,n,0
strongsubj,1,agonizing,anypos,y,0
